"","pos","last","first","numfirstlast","firstlast","index","player.id","woi.id","pC","pL","pR","pD","pG","DOB","Height","Weight","Shoots"
"4707","R","Shaw","Logan","[TSN] Logan Shaw","Logan Shaw",10773,4707,"shawxlo92",0,0,0,0,0,"1992-10-05","6-3","202","R"
"4708","C","Shea","Patrick","[CAP] Patrick Shea","Patrick Shea",10775,4708,"sheaxpa97",NA,NA,NA,NA,NA,"1997-03-25",NA,NA,NA
"4709","D","Shea","Ryan","[CAP] Ryan Shea","Ryan Shea",10776,4709,"sheaxry97",NA,NA,NA,NA,NA,"1997-02-11",NA,NA,NA
"4710","C","Sheahan","Riley","[TSN] Riley Sheahan","Riley Sheahan",10777,4710,"sheahri91",0,0,0,0,0,"1991-12-07","6-2","212","L"
"4711","C","Shearer","Rob","[TSN] Rob Shearer","Rob Shearer",10780,4711,"shearro76",0,0,0,0,0,"1976-10-19","5-10","190","R"
"4712","F","Sheary","Conor","[CAP] Conor Sheary","Conor Sheary",10781,4712,"shearco92",NA,NA,NA,NA,NA,"1992-06-08",NA,NA,NA
"4713","L","Shefer","Andrei","[CAP] SHEFER, ANDREI","Andrei Shefer",10782,4713,"shefean81",0,0,0,0,0,"1981-07-26",NA,NA,NA
"4714","RL","Shelast","Tyler","[TSN] Tyler Shelast","Tyler Shelast",10783,4714,"shelaty84",0,0,0,0,0,"1984-12-26","6-1","210","R"
"4715","L","Shelley","Jody","[TSN] Jody Shelley","Jody Shelley",10784,4715,"shelljo76",0,0,0,0,0,"1976-02-07","6-3","230","L"
"4716","C","Sheppard","James","[TSN] James Sheppard","James Sheppard",10786,4716,"sheppja88",0,0,0,0,0,"1988-04-25","6-1","215","L"
"4717","D","Sherman","Wiley","[TSN] Wiley Sherman","Wiley Sherman",10791,4717,"shermwi95",0,0,0,0,0,"1995-05-24","6-6","206","L"
"4718","R","Sherwood","Kole","[CAP] Sherwood Kole","Kole Sherwood",10793,4718,"sherwko97",NA,NA,NA,NA,NA,"1997-01-22",NA,NA,NA
"4719","CR","Sherwood","Kiefer","[TSN] Kiefer Sherwood","Kiefer Sherwood",10794,4719,"sherwki95",0,0,0,0,0,"1995-03-31","5-11.25","180","R"
"4720","G","Shesterkin","Igor","[CAP] SHESTERKIN, IGOR","Igor Shesterkin",10795,4720,"shestig95",0,0,0,0,0,"1995-12-30",NA,NA,NA
"4721","C","Sheviev","Maxim","[TSN] Maxim Sheviev","Maxim Sheviev",10796,4721,"shevima84",0,0,0,0,0,"1984-07-05","6-1","176","L"
"4722","L","Shevyrin","Dennis","[TSN] Dennis Shevyrin","Dennis Shevyrin",10798,4722,"shevyde95",0,0,0,0,0,"1995-03-29","6-0","187","L"
"4723","D","Shields","David","[TSN] David Shields","David Shields",10799,4723,"shielda91",0,0,0,0,0,"1991-01-27","6-3","204","R"
"4724","G","Shields","Mack","[TSN] Mack Shields","Mack Shields",10801,4724,"shielma95",0,0,0,0,0,"1995-02-13","6-3","188","L"
"4725","G","Shields","Steve","[TSN] Steve Shields","Steve Shields",10802,4725,"shielst72",0,0,0,0,0,"1972-07-19","6-3","215","L"
"4726","R","Shinkar","Alexander","[CAP] SHINKAR, ALEXANDER","Alexander Shinkar",10805,4726,"shinkal81",0,0,0,0,0,"1981-07-03",NA,NA,NA
"4727","L","Shinkaruk","Hunter","[TSN] Hunter Shinkaruk","Hunter Shinkaruk",10806,4727,"shinkhu94",0,0,0,0,0,"1994-10-13","5-10","181","L"
"4728","C","Shinnimin","Brendan","[TSN] Brendan Shinnimin","Brendan Shinnimin",10808,4728,"shinnbr91",0,0,0,0,0,"1991-01-07","5-10","185","L"
"4729","C","Shipley","Steven","[TSN] Steven Shipley","Steven Shipley",10811,4729,"shiplst92",0,0,0,0,0,"1992-04-22","6-2","205","L"
"4730","LR","Shirokov","Sergei","[TSN] Sergei Shirokov","Sergei Shirokov",10812,4730,"shirose86",0,0,0,0,0,"1986-03-10","5-10","195","R"
"4731","L","Shishkanov","Timofei","[TSN] Timofei Shishkanov","Timofei Shishkanov",10814,4731,"shishti83",0,0,0,0,0,"1983-06-10","6-1","209","R"
"4732","R","Shkotov","Alexei","[TSN] Alexei Shkotov","Alexei Shkotov",10817,4732,"shkotal84",0,0,0,0,0,"1984-06-22","5-10","175","L"
"4733","C","Shore","Devin","[TSN] Devin Shore","Devin Shore",10818,4733,"shorede94",0,0,0,0,0,"1994-07-19","6-1","185","L"
"4734","CR","Shore","Drew","[TSN] Drew Shore","Drew Shore",10820,4734,"shoredr91",0,0,0,0,0,"1991-01-29","6-3","205","R"
"4735","C","Shore","Nicholas","[TSN] Nick Shore","Nicholas Shore",10825,4735,"shoreni92",0,0,0,0,0,"1992-09-26","6-0","184","R"
"4736","C","Shore","Quentin","[TSN] Quentin Shore","Quentin Shore",10828,4736,"shorequ94",0,0,0,0,0,"1994-05-25","6-2","189","R"
"4737","RL","Shugg","Justin","[TSN] Justin Shugg","Justin Shugg",10830,4737,"shuggju91",0,0,0,0,0,"1991-12-24","5-11","185","R"
"4738","D","Shutron","Ben","[TSN] Ben Shutron","Ben Shutron",10833,4738,"shutrbe88",0,0,0,0,0,"1988-06-14","5-11","186","R"
"4739","R","Shvidki","Denis","[TSN] Denis Shvidki","Denis Shvidki",10834,4739,"shvidde80",0,0,0,0,0,"1980-11-21","6-2","210","L"
"4740","R","Siddall","Matt","[TSN] Matt Siddall","Matt Siddall",10836,4740,"siddama84",0,0,0,0,0,"1984-09-26","6-1","205","R"
"4741","R","Sideroff","Deven","[CAP] Deven Sideroff","Deven Sideroff",10837,4741,"siderde97",NA,NA,NA,NA,NA,"1997-04-14",NA,NA,NA
"4742","G","Sidikov","Rustam","[TSN] Rustam Sidikov","Rustam Sidikov",10838,4742,"sidikru85",0,0,0,0,0,"1985-07-05","6-1","158","L"
"4743","C","Sidorenko","Kirill","[CAP] SIDORENKO, KIRILL","Kirill Sidorenko",10840,4743,"sidorki83",0,0,0,0,0,"1983-03-30",NA,NA,NA
"4744","R","Sidyakin","Andrei","[CAP] SIDYAKIN, ANDREI","Andrei Sidyakin",10841,4744,"sidyaan79",0,0,0,0,0,"1979-01-20",NA,NA,NA
"4745","D","Siebenaler","Blake","[TSN] Blake Siebenaler","Blake Siebenaler",10842,4745,"siebebl96",0,0,0,0,0,"1996-02-27","6-1","192","R"
"4746","D","Siegenthaler","Jonas","[CAP] Jonas Siegenthaler","Jonas Siegenthaler",10844,4746,"siegejo97",NA,NA,NA,NA,NA,"1997-05-06",NA,NA,NA
"4747","D","Sieloff","Patrick","[TSN] Patrick Sieloff","Patrick Sieloff",10845,4747,"sielopa94",0,0,0,0,0,"1994-05-15","6-1","200","L"
"4748","D","Siemens","Duncan","[TSN] Duncan Siemens","Duncan Siemens",10847,4748,"siemedu93",0,0,0,0,0,"1993-09-07","6-3","200","L"
"4749","D","Sifers","Jaime","[TSN] Jaime Sifers","Jaime Sifers",10850,4749,"siferja83",0,0,0,0,0,"1983-01-18","5-11","210","R"
"4750","D","Sigalet","Jonathan","[TSN] Jonathan Sigalet","Jonathan Sigalet",10853,4750,"sigaljo86",0,0,0,0,0,"1986-02-12","6-1","199","L"
"4751","G","Sigalet","Jordan","[TSN] Jordan Sigalet","Jordan Sigalet",10855,4751,"sigaljo81",0,0,0,0,0,"1981-02-19","6-1","185","L"
"4752","R","Siiki","Oskari","[TSN] Oskari Siiki","Oskari Siiki",10857,4752,"siikios95",0,0,0,0,0,"1995-05-05","5-10","165","L"
"4753","G","Sikich","Zach","[TSN] Zach Sikich","Zach Sikich",10858,4753,"sikicza80",0,0,0,0,0,"1980-10-21","6-2","205","L"
"4754","DR","Siklenka","Mike","[TSN] Mike Siklenka","Mike Siklenka",10859,4754,"siklemi79",0,0,0,0,0,"1979-12-18","6-5","224","R"
"4755","C","Sikura","Dylan","[CAP] SIKURA, DYLAN","Dylan Sikura",10862,4755,"sikurdy95",0,0,0,0,0,"1995-06-01",NA,NA,NA
"4756","D","Silas","Stephen","[TSN] Stephen Silas","Stephen Silas",10863,4756,"silasst92",0,0,0,0,0,"1992-06-26","6-1","183","L"
"4757","RL","Silfverberg","Jakob","[TSN] Jakob Silfverberg","Jakob Silfverberg",10864,4757,"silfvja90",0,0,0,0,0,"1990-10-13","6-1","200","R"
"4758","C","Silk","Brody","[TSN] Brody Silk","Brody Silk",10867,4758,"silkxbr94",0,0,0,0,0,"1994-11-30","6-0","185","L"
"4759","LC","Sill","Zach","[TSN] Zach Sill","Zach Sill",10868,4759,"sillxza88",0,0,0,0,0,"1988-05-24","6-0","202","L"
"4760","R","Sille","Timotej","[TSN] Timotej Sille","Timotej Sille",10872,4760,"silleti95",0,0,0,0,0,"1995-06-22","6-3","183","L"
"4761","C","Sillinger","Mike","[TSN] Mike Sillinger","Mike Sillinger",10873,4761,"sillimi71",0,0,0,0,0,"1971-06-29","5-11","198","R"
"4762","LR","Sim","Jonathan","[TSN] Jonathan Sim","Jonathan Sim",10878,4762,"simxxjo77",0,0,0,0,0,"1977-09-29","5-10","195","L"
"4763","LR","Simek","Juraj","[TSN] Juraj Simek","Juraj Simek",10885,4763,"simekju87",0,0,0,0,0,"1987-09-29","6-1","190","L"
"4764","C","Simicek","Roman","[TSN] Roman Simicek","Roman Simicek",10886,4764,"simicro71",0,0,0,0,0,"1971-11-04","6-1","190","L"
"4765","G","Simila","Petteri","[TSN] Petteri Simila","Petteri Simila",10887,4765,"similpe90",0,0,0,0,0,"1990-04-09","6-6","189","L"
"4766","RL","Simmonds","Wayne","[TSN] Wayne Simmonds","Wayne Simmonds",10888,4766,"simmowa88",0,0,0,0,0,"1988-08-26","6-2","183","R"
"4767","C","Simon","Dominik","[CAP] Dominik Simon","Dominik Simon",10891,4767,"simondo94",NA,NA,NA,NA,NA,"1994-08-08",NA,NA,NA
"4768","C","Simon","Benjamin","[TSN] Ben Simon","Benjamin Simon",10892,4768,"simonbe78",0,0,0,0,0,"1978-06-14","6-0","195","L"
"4769","L","Simon","Chris","[TSN] Chris Simon","Chris Simon",10897,4769,"simonch72",0,0,0,0,0,"1972-01-30","6-3","233","L"
"4770","D","Simpson","Dillon","[TSN] Dillon Simpson","Dillon Simpson",10903,4770,"simpsdi93",0,0,0,0,0,"1993-02-10","6-1","192","L"
"4771","G","Simpson","Kent","[TSN] Kent Simpson","Kent Simpson",10905,4771,"simpske92",0,0,0,0,0,"1992-03-26","6-2","198","L"
"4772","L","Simpson","Reid","[TSN] Reid Simpson","Reid Simpson",10908,4772,"simpsre69",0,0,0,0,0,"1969-05-21","6-2","216","L"
"4773","D","Simpson","Todd","[TSN] Todd Simpson","Todd Simpson",10911,4773,"simpsto73",0,0,0,0,0,"1973-05-28","6-3","218","L"
"4774","D","Sims","Shane","[TSN] Shane Sims","Shane Sims",10915,4774,"simsxsh88",0,0,0,0,0,"1988-04-30","6-1","195","R"
"4775","C","Simun","Eduard","[TSN] Eduard Simun","Eduard Simun",10917,4775,"simuned94",0,0,0,0,0,"1994-12-27","6-4","209","L"
"4776","C","Sindel","Jakub","[TSN] Jakub Sindel","Jakub Sindel",10918,4776,"sindeja86",0,0,0,0,0,"1986-01-24","6-0","172","R"
"4777","D","Sinitsyn","Dmitry","[TSN] Dmitry Sinitsyn","Dmitry Sinitsyn",10920,4777,"sinitdm94",0,0,0,0,0,"1994-06-17","6-2","200","L"
"4778","G","Sionas","Ebbe","[TSN] Ebbe Sionas","Ebbe Sionas",10922,4778,"sionaeb95",0,0,0,0,0,"1995-03-07","5-10","183","L"
"4779","D","Sipotz","Brian","[TSN] Brian Sipotz","Brian Sipotz",10923,4779,"sipotbr81",0,0,0,0,0,"1981-09-16","6-7","235","R"
"4780","R","Sislo","Mike","[TSN] Mike Sislo","Mike Sislo",10924,4780,"sislomi88",0,0,0,0,0,"1988-01-20","5-11","195","R"
"4781","CR","Sissons","Colton","[TSN] Colton Sissons","Colton Sissons",10930,4781,"sissoco93",0,0,0,0,0,"1993-11-05","6-1","187","R"
"4782","LR","Sivek","Michal","[TSN] Michal Sivek","Michal Sivek",10933,4782,"sivekmi81",0,0,0,0,0,"1981-01-21","6-3","213","L"
"4783","D","Sjalin","Pontus","[CAP] SJALIN, PONTUS","Pontus Sjalin",10936,4783,"sjalipo96",0,0,0,0,0,"1996-06-12",NA,NA,NA
"4784","LC","Sjodin","Viktor","[TSN] Viktor Sjodin","Viktor Sjodin",10937,4784,"sjodivi88",0,0,0,0,0,"1988-04-21","6-0","230","R"
"4785","C","Sjogren","Mattias","[TSN] Mattias Sjogren","Mattias Sjogren",10938,4785,"sjogrma87",0,0,0,0,0,"1987-11-27","6-3","220","L"
"4786","LR","Sjostrom","Fredrik","[TSN] Fredrik Sjostrom","Fredrik Sjostrom",10939,4786,"sjostfr83",0,0,0,0,0,"1983-05-06","6-1","218","L"
"4787","L","Skachkov","Evgeni","[TSN] Evgeni Skachkov","Evgeni Skachkov",10942,4787,"skachev84",0,0,0,0,0,"1984-07-14","6-0","194","R"
"4788","C","Skalde","Jarrod","[TSN] Jarrod Skalde","Jarrod Skalde",10944,4788,"skaldja71",0,0,0,0,0,"1971-02-26","6-0","185","L"
"4789","G","Skapski","Mackenzie","[TSN] MacKenzie Skapski","Mackenzie Skapski",10945,4789,"skapsma94",0,0,0,0,0,"1994-06-15","6-3","186","L"
"4790","RL","Skille","Jack","[TSN] Jack Skille","Jack Skille",10949,4790,"skillja87",0,0,0,0,0,"1987-05-19","6-1","219","R"
"4791","D","Skinner","Brett","[TSN] Brett Skinner","Brett Skinner",10957,4791,"skinnbr83",0,0,0,0,0,"1983-06-28","6-1","183","L"
"4792","L","Skinner","Jeff","[TSN] Jeff Skinner","Jeff Skinner",10959,4792,"skinnje92",0,0,0,0,0,"1992-05-16","5-11","200","L"
"4793","D","Skjei","Brady","[TSN] Brady Skjei","Brady Skjei",10962,4793,"skjeibr94",0,0,0,0,0,"1994-03-26","6-2","196","L"
"4794",NA,"Skjel","Brady","[CAP] SKJEL, BRADY","Brady Skjel",10964,4794,"skjelbr94",NA,NA,NA,NA,NA,"1994-03-26",NA,NA,NA
"4795","L","Skladany","Frantisek","[TSN] Frantisek Skladany","Frantisek Skladany",10965,4795,"skladfr82",0,0,0,0,0,"1982-04-22","6-0","185","L"
"4796","R","Skokan","David","[TSN] David Skokan","David Skokan",10966,4796,"skokada88",0,0,0,0,0,"1988-12-06","6-0","191","L"
"4797","D","Skolney","Wade","[TSN] Wade Skolney","Wade Skolney",10967,4797,"skolnwa81",0,0,0,0,0,"1981-06-24","6-0","197","R"
"4798","D","Skopintsev","Andrei","[TSN] Andrei Skopintsev","Andrei Skopintsev",10969,4798,"skopian71",0,0,0,0,0,"1971-09-28","6-0","185","R"
"4799","D","Skoula","Martin","[TSN] Martin Skoula","Martin Skoula",10970,4799,"skoulma79",0,0,0,0,0,"1979-10-28","6-3","226","L"
"4800","D","Skrastins","Karlis","[TSN] Karlis Skrastins","Karlis Skrastins",10974,4800,"skraska74",0,0,0,0,0,"1974-07-09","6-1","208","L"
"4801","D","Skrbek","Pavel","[TSN] Pavel Skrbek","Pavel Skrbek",10977,4801,"skrbepa78",0,0,0,0,0,"1978-08-09","6-3","217","L"
"4802","L","Skrlac","Rob","[TSN] Rob Skrlac","Rob Skrlac",10978,4802,"skrlaro76",0,0,0,0,0,"1976-06-10","6-5","245","L"
"4803","G","Skudra","Peter","[TSN] Peter Skudra","Peter Skudra",10980,4803,"skudrpe73",0,0,0,0,0,"1973-04-24","6-1","189","L"
"4804","D","Slaney","John","[TSN] John Slaney","John Slaney",10982,4804,"slanejo72",0,0,0,0,0,"1972-02-07","6-0","189","L"
"4805","LC","Slaney","Robert","[TSN] Robert Slaney","Robert Slaney",10984,4805,"slanero88",0,0,0,0,0,"1988-10-13","6-2","203","L"
"4806","C","Slater","Jim","[TSN] Jim Slater","Jim Slater",10985,4806,"slateji82",0,0,0,0,0,"1982-12-09","6-0","200","L"
"4807","D","Slavin","Jaccob","[TSN] Jaccob Slavin","Jaccob Slavin",10989,4807,"slavija94",0,0,0,0,0,"1994-05-01","6-2","170","L"
"4808","D","Slegr","Jiri","[TSN] Jiri Slegr","Jiri Slegr",10991,4808,"slegrji71",0,0,0,0,0,"1971-05-30","6-1","210","L"
"4809","L","Slepyshev","Anton","[TSN] Anton Slepyshev","Anton Slepyshev",10993,4809,"slepyan94",0,0,0,0,0,"1994-05-13","6-2","194","L"
"4810","D","Sloan","Blake","[TSN] Blake Sloan","Blake Sloan",10995,4810,"sloanbl75",0,0,0,0,0,"1975-07-27","5-10","196","R"
"4811","D","Sloan","Tyler","[TSN] Tyler Sloan","Tyler Sloan",10998,4811,"sloanty81",0,0,0,0,0,"1981-03-15","6-4","214","L"
"4812","D","Sloane","David","[TSN] David Sloane","David Sloane",11000,4812,"sloanda85",0,0,0,0,0,"1985-04-06","6-4","220","R"
"4813","D","Slovak","Tomas","[TSN] Tomas Slovak","Tomas Slovak",11002,4813,"slovato83",0,0,0,0,0,"1983-04-05","6-1","203","R"
"4814","D","Smaby","Matt","[TSN] Matt Smaby","Matt Smaby",11003,4814,"smabyma84",0,0,0,0,0,"1984-10-14","6-6","230","L"
"4815","R","Smallman","Spencer","[CAP] Spencer Smallman","Spencer Smallman",11005,4815,"smallsp96",NA,NA,NA,NA,NA,"1996-09-09",NA,NA,NA
"4816","D","Smehlik","Richard","[TSN] Richard Smehlik","Richard Smehlik",11006,4816,"smehlri70",0,0,0,0,0,"1970-01-23","6-4","222","L"
"4817","D","Smid","Ladislav","[TSN] Ladislav Smid","Ladislav Smid",11009,4817,"smidxla86",0,0,0,0,0,"1986-02-01","6-3","209","L"
"4818","LR","Smirnov","Alexei","[TSN] Alexei Smirnov","Alexei Smirnov",11014,4818,"smirnal82",0,0,0,0,0,"1982-01-28","6-3","211","L"
"4819","G","Smith","Evan","[CAP] Evan Smith","Evan Smith",11016,4819,"smithev97",NA,NA,NA,NA,NA,"1997-02-27",NA,NA,NA
"4820","R","Smith","Austin","[TSN] Austin Smith","Austin Smith",11017,4820,"smithau88",0,0,0,0,0,"1988-11-07","5-11","160","R"
"4821","D","Smith","Barron","[TSN] Barron Smith","Barron Smith",11018,4821,"smithba91",0,0,0,0,0,"1991-04-02","6-5","205","R"
"4822","C","Smith","Ben","[TSN] Ben Smith","Ben Smith",11019,4822,"smithbe88",0,0,0,0,0,"1988-07-11","5-11","207","R"
"4823","D","Smith","Brandon","[TSN] Brandon Smith","Brandon Smith",11024,4823,"smithbr73",0,0,0,0,0,"1973-02-25","6-1","209","L"
"4824","D","Smith","Brendan","[TSN] Brendan Smith","Brendan Smith",11026,4824,"smithbr89",0,0,0,0,0,"1989-02-08","6-2","198","L"
"4825","C","Smith","Colin","[TSN] Colin Smith","Colin Smith",11029,4825,"smithco93",0,0,0,0,0,"1993-06-20","5-10","162","R"
"4826","R","Smith","Craig","[TSN] Craig Smith","Craig Smith",11032,4826,"smithcr89",0,0,0,0,0,"1989-09-05","6-1","202","R"
"4827","D","Smith","D.J.","[TSN] D.J. Smith","D.J. Smith",11035,4827,"smithdj77",0,0,0,0,0,"1977-05-13","6-1","205","L"
"4828","L","Smith","Dalton","[TSN] Dalton Smith","Dalton Smith",11037,4828,"smithda92",0,0,0,0,0,"1992-06-30","6-2","206","L"
"4829","D","Smith","Dan","[TSN] Dan Smith","Dan Smith",11039,4829,"smithda76",0,0,0,0,0,"1976-10-19","6-2","200","L"
"4830","D","Smith","Derek","[TSN] Derek Smith","Derek Smith",11041,4830,"smithde84",0,0,0,0,0,"1984-10-13","6-1","197","L"
"4831","CL","Smith","Gemel","[TSN] Gemel Smith","Gemel Smith",11044,4831,"smithge94",0,0,0,0,0,"1994-04-16","5-10","164","L"
"4832","R","Smith","Hunter","[TSN] Hunter Smith","Hunter Smith",11046,4832,"smithhu95",0,0,0,0,0,"1995-09-11","6-7","208","R"
"4833","D","Smith","Jason","[TSN] Jason Smith","Jason Smith",11048,4833,"smithja73",0,0,0,0,0,"1973-11-02","6-3","220","R"
"4834","G","Smith","Jason J.","[TSN] Jason J. Smith","Jason J. Smith",11050,4834,"smithja85",0,0,0,0,0,"1985-07-17","6-1","195","L"
"4835","G","Smith","Jeremy","[TSN] Jeremy Smith","Jeremy Smith",11051,4835,"smithje89",0,0,0,0,0,"1989-04-13","6-0","173","L"
"4836","D","Smith","Jerret","[TSN] Jerret Smith","Jerret Smith",11056,4836,"smithje95",0,0,0,0,0,"1995-04-21","6-2","198","R"
"4837","D","Smith","Jordan","[TSN] Jordan Smith","Jordan Smith",11057,4837,"smithjo85",0,0,0,0,0,"1985-11-04","6-2","215","R"
"4838","D","Smith","Kenny","[TSN] Kenny Smith","Kenny Smith",11058,4838,"smithke81",0,0,0,0,0,"1981-12-31","6-2","209","R"
"4839","D","Smith","Marcus","[TSN] Marcus Smith","Marcus Smith",11059,4839,"smithma83",0,0,0,0,0,"1983-01-14","6-0","192","R"
"4840","C","Smith","Mark","[TSN] Mark Smith","Mark Smith",11060,4840,"smithma77",0,0,0,0,0,"1977-10-24","5-10","200","L"
"4841","G","Smith","Mike","[TSN] Mike Smith","Mike Smith",11062,4841,"smithmi82",0,0,0,0,0,"1982-03-22","6-4","215","L"
"4842","CD","Smith","Nathan","[TSN] Nathan Smith","Nathan Smith",11069,4842,"smithna82",0,0,0,0,0,"1982-02-09","6-2","190","L"
"4843","C","Smith","Nick","[TSN] Nick Smith","Nick Smith",11073,4843,"smithni79",0,0,0,0,0,"1979-03-23","6-2","196","L"
"4844","RL","Smith","Reilly","[TSN] Reilly Smith","Reilly Smith",11074,4844,"smithre91",0,0,0,0,0,"1991-04-01","6-0","185","L"
"4845","CL","Smith","Trevor","[TSN] Trevor Smith","Trevor Smith",11077,4845,"smithtr85",0,0,0,0,0,"1985-02-08","6-1","195","L"
"4846","CL","Smith","Wyatt","[TSN] Wyatt Smith","Wyatt Smith",11082,4846,"smithwy77",0,0,0,0,0,"1977-02-13","5-11","205","L"
"4847","CL","Smith","Zack","[TSN] Zack Smith","Zack Smith",11087,4847,"smithza88",0,0,0,0,0,"1988-04-05","6-2","210","L"
"4848","C","Smith-Pelly","Devante","[TSN] Devante Smith-Pelly","Devante Smith-Pelly",11091,4848,"smithde92",0,0,0,0,0,"1992-06-14","6-0","225","R"
"4849","C","Smithson","Jerred","[TSN] Jerred Smithson","Jerred Smithson",11096,4849,"smithje79",0,0,0,0,0,"1979-02-04","6-3","209","R"
"4850","L","Smolenak","Radek","[TSN] Radek Smolenak","Radek Smolenak",11101,4850,"smolera86",0,0,0,0,0,"1986-12-03","6-3","180","L"
"4851","C","Smolinski","Bryan","[TSN] Bryan Smolinski","Bryan Smolinski",11103,4851,"smolibr71",0,0,0,0,0,"1971-12-27","6-1","203","R"
"4852",NA,"Smolyninov","Vitali","[CAP] SMOLYNINOV, VITALI","Vitali Smolyninov",11107,4852,"smolyvi83",0,0,0,0,0,"1983-08-05",NA,NA,NA
"4853","L","Smotherman","Jordan","[TSN] Jordan Smotherman","Jordan Smotherman",11108,4853,"smothjo86",0,0,0,0,0,"1986-05-11","6-3","225","L"
"4854","D","Smrek","Peter","[TSN] Peter Smrek","Peter Smrek",11109,4854,"smrekpe79",0,0,0,0,0,"1979-02-16","6-1","215","L"
"4855","R","Smyth","Adam","[TSN] Adam Smyth","Adam Smyth",11110,4855,"smythad83",0,0,0,0,0,"1983-09-08","6-1","225","R"
"4856","R","Smyth","Brad","[TSN] Brad Smyth","Brad Smyth",11111,4856,"smythbr73",0,0,0,0,0,"1973-03-13","6-0","200","R"
"4857","LC","Smyth","Ryan","[TSN] Ryan Smyth","Ryan Smyth",11113,4857,"smythry76",0,0,0,0,0,"1976-02-21","6-2","191","L"
"4858","D","Sneep","Carl","[TSN] Carl Sneep","Carl Sneep",11115,4858,"sneepca87",0,0,0,0,0,"1987-11-05","6-4","210","R"
"4859","C","Snellman","Niko","[TSN] Niko Snellman","Niko Snellman",11117,4859,"snellni88",0,0,0,0,0,"1988-03-12","6-3","208","L"
"4860","L","Snetsinger","Brad","[TSN] Brad Snetsinger","Brad Snetsinger",11118,4860,"snetsbr87",0,0,0,0,0,"1987-04-08","6-1","174","L"
"4861","L","Snow","Aaron","[TSN] Aaron Snow","Aaron Snow",11119,4861,"snowxaa88",0,0,0,0,0,"1988-05-20","6-0","199","L"
"4862","G","Snow","Garth","[TSN] Garth Snow","Garth Snow",11120,4862,"snowxga69",0,0,0,0,0,"1969-07-28","6-3","200","L"
"4863","D","Snuggerud","Luc","[CAP] SNUGGERUD, LUC","Luc Snuggerud",11122,4863,"snugglu95",0,0,0,0,0,"1995-09-18",NA,NA,NA
"4864","C","Snyder","Dan","[TSN] Dan Snyder","Dan Snyder",11123,4864,"snydeda78",0,0,0,0,0,"1978-02-23","6-0","190","L"
"4865","L","Soares","Josh","[TSN] Josh Soares","Josh Soares",11125,4865,"soarejo82",0,0,0,0,0,"1982-02-06","5-11","202","L"
"4866","C","Sobchenko","Daniil","[TSN] Daniil Sobchenko","Daniil Sobchenko",11126,4866,"sobchda91",0,0,0,0,0,"1991-04-13","6-2","192","L"
"4867","R","Soberg","Markus","[TSN] Markus Soberg","Markus Soberg",11127,4867,"soberma95",0,0,0,0,0,"1995-04-22","6-0","187","R"
"4868","G","Soberg","Steffen","[TSN] Steffen Soberg","Steffen Soberg",11129,4868,"soberst93",0,0,0,0,0,"1993-08-06","5-11","176","L"
"4869","C","Sobotka","Vladimir","[TSN] Vladimir Sobotka","Vladimir Sobotka",11130,4869,"sobotvl87",0,0,0,0,0,"1987-07-02","5-10","197","L"
"4870","D","Soderberg","Andreas","[CAP] SODERBERG, ANDREAS","Andreas Soderberg",11134,4870,"soderan96",0,0,0,0,0,"1996-06-16",NA,NA,NA
"4871","C","Soderberg","Carl","[TSN] Carl Soderberg","Carl Soderberg",11135,4871,"soderca85",0,0,0,0,0,"1985-10-12","6-3","216","L"
"4872","L","Soderstrom","Christian","[TSN] Christian Soderstrom","Christian Soderstrom",11138,4872,"soderch80",0,0,0,0,0,"1980-10-13","6-1","176","L"
"4873","G","Soderstrom","Linus","[CAP] SODERSTROM, LINUS","Linus Soderstrom",11139,4873,"soderli96",0,0,0,0,0,"1996-08-23",NA,NA,NA
"4874","C","Soin","Sergei","[CAP] SOIN, SERGEI","Sergei Soin",11140,4874,"soinxse82",0,0,0,0,0,"1982-03-31",NA,NA,NA
"4875","R","Sointu","Matias","[TSN] Matias Sointu","Matias Sointu",11141,4875,"sointma90",0,0,0,0,0,"1990-02-10","5-10","154","L"
"4876","D","Sol","Cody","[TSN] Cody Sol","Cody Sol",11142,4876,"solxxco91",0,0,0,0,0,"1991-02-11","6-4","245","L"
"4877",NA,"Solarev","Ilja","[CAP] SOLAREV, ILJA","Ilja Solarev",11143,4877,"solaril82",0,0,0,0,0,"1982-08-02",NA,NA,NA
"4878","C","Soleway","Jedd","[TSN] Jedd Soleway","Jedd Soleway",11144,4878,"solewje94",0,0,0,0,0,"1994-05-12","6-2","208","R"
"4879","R","Soltes","David","[TSN] David Soltes","David Soltes",11146,4879,"solteda95",0,0,0,0,0,"1995-02-05","6-0","183","R"
"4880","D","Somerby","Doyle","[TSN] Doyle Somerby","Doyle Somerby",11147,4880,"somerdo94",0,0,0,0,0,"1994-07-04","6-5","232","L"
"4881","RL","Somik","Radovan","[TSN] Radovan Somik","Radovan Somik",11149,4881,"somikra77",0,0,0,0,0,"1977-05-05","6-2","194","R"
"4882","D","Song","Andong","[CAP] Andong Song","Andong Song",11151,4882,"songxan97",NA,NA,NA,NA,NA,"1997-01-31",NA,NA,NA
"4883","C","Sonne","Brett","[TSN] Brett Sonne","Brett Sonne",11152,4883,"sonnebr89",0,0,0,0,0,"1989-05-16","6-0","195","L"
