"","pos","last","first","numfirstlast","firstlast","index","player.id","woi.id","pC","pL","pR","pD","pG","DOB","Height","Weight","Shoots"
"11904","G","TALBOT","CAM","[CAP] TALBOT, CAMERON","CAM TALBOT",11689,5113,"talboca87",0,0,0,0,0,"1987-07-05","6-3","205","L"
"11905","G","TALBOT","CAM","33 CAM TALBOT","CAM TALBOT",11690,5113,"talboca87",0,0,0,0,445,"1987-07-05","6-3","205","L"
"11906","LC","TALBOT","JULIAN","[TSN] Julian Talbot","JULIAN TALBOT",11691,5114,"talboju85",0,0,0,0,0,"1985-03-24","6-0","185","L"
"11907","C","TALBOT","MAX","[TSN] Max Talbot","MAX TALBOT",11692,5115,"talboma84",0,0,0,0,0,"1984-02-11","5-11","190","L"
"11908","C","TALBOT","MAX","[TSN] Maxime Talbot","MAX TALBOT",11693,5115,"talboma84",0,0,0,0,0,"1984-02-11","5-11","190","L"
"11909","C","TALBOT","MAX","[CAP] TALBOT, MAXIME","MAX TALBOT",11694,5115,"talboma84",0,0,0,0,0,"1984-02-11","5-11","190","L"
"11910","C","TALBOT","MAX","25 MAXIME TALBOT","MAX TALBOT",11695,5115,"talboma84",791,0,0,0,0,"1984-02-11","5-11","190","L"
"11911","C","TALBOT","MAX","27 MAXIME TALBOT","MAX TALBOT",11696,5115,"talboma84",92,0,0,0,0,"1984-02-11","5-11","190","L"
"11912","C","TALBOT","MAX","25 MAX TALBOT","MAX TALBOT",11697,5115,"talboma84",64,0,0,0,0,"1984-02-11","5-11","190","L"
"11913","RL","TALLACKSON","BARRY","[TSN] Barry Tallackson","BARRY TALLACKSON",11698,5116,"tallaba83",0,0,0,0,0,"1983-04-14","6-5","215","R"
"11914","RL","TALLACKSON","BARRY","19 BARRY TALLACKSON","BARRY TALLACKSON",11699,5116,"tallaba83",0,0,2,0,0,"1983-04-14","6-5","215","R"
"11915","RL","TALLACKSON","BARRY","27 BARRY TALLACKSON","BARRY TALLACKSON",11700,5116,"tallaba83",0,0,11,0,0,"1983-04-14","6-5","215","R"
"11916","RL","TALLACKSON","BARRY","24 BARRY TALLACKSON","BARRY TALLACKSON",11701,5116,"tallaba83",0,0,2,0,0,"1983-04-14","6-5","215","R"
"11917","RL","TALLACKSON","BARRY","21 BARRY TALLACKSON","BARRY TALLACKSON",11702,5116,"tallaba83",0,0,5,0,0,"1983-04-14","6-5","215","R"
"11918","G","TALLAS","ROBBIE","[TSN] Robbie Tallas","ROBBIE TALLAS",11703,5117,"tallaro73",0,0,0,0,0,"1973-03-20","6-0","170","L"
"11919","G","TALLAS","ROBBIE","31 ROBB  TALLAS","ROBBIE TALLAS",11704,5117,"tallaro73",NA,NA,NA,NA,NA,"1973-03-20","6-0","170","L"
"11920","D","TALLINDER","HENRIK","[TSN] Henrik Tallinder","HENRIK TALLINDER",11705,5118,"tallihe79",0,0,0,0,0,"1979-01-10","6-4","209","L"
"11921","D","TALLINDER","HENRIK","10 HENRIK TALLINDER","HENRIK TALLINDER",11706,5118,"tallihe79",0,0,0,491,0,"1979-01-10","6-4","209","L"
"11922","D","TALLINDER","HENRIK","7 HENRIK TALLINDER","HENRIK TALLINDER",11707,5118,"tallihe79",0,0,0,149,0,"1979-01-10","6-4","209","L"
"11923","D","TALLINDER","HENRIK","20 HENRIK TALLINDER","HENRIK TALLINDER",11708,5118,"tallihe79",0,0,0,128,0,"1979-01-10","6-4","209","L"
"11924","C","TAMBELLINI","ADAM","[TSN] Adam Tambellini","ADAM TAMBELLINI",11709,5119,"tambead94",0,0,0,0,0,"1994-11-01","6-2","169","L"
"11925","C","TAMBELLINI","ADAM","[CAP] TAMBELLINI, ADAM","ADAM TAMBELLINI",11710,5119,"tambead94",0,0,0,0,0,"1994-11-01","6-2","169","L"
"11926","LR","TAMBELLINI","JEFF","[TSN] Jeff Tambellini","JEFF TAMBELLINI",11711,5120,"tambeje84",0,0,0,0,0,"1984-04-13","5-11","186","L"
"11927","LR","TAMBELLINI","JEFF","51 JEFF TAMBELLINI","JEFF TAMBELLINI",11712,5120,"tambeje84",0,4,0,0,0,"1984-04-13","5-11","186","L"
"11928","LR","TAMBELLINI","JEFF","15 JEFF TAMBELLINI","JEFF TAMBELLINI",11713,5120,"tambeje84",0,175,0,0,0,"1984-04-13","5-11","186","L"
"11929","LR","TAMBELLINI","JEFF","10 JEFF TAMBELLINI","JEFF TAMBELLINI",11714,5120,"tambeje84",0,68,0,0,0,"1984-04-13","5-11","186","L"
"11930","D","TAMER","CHRIS","[TSN] Chris Tamer","CHRIS TAMER",11715,5121,"tamerch70",0,0,0,0,0,"1970-11-17","6-2","205","L"
"11931","D","TAMER","CHRIS","4 CHRIS TAMER","CHRIS TAMER",11716,5121,"tamerch70",0,0,0,104,0,"1970-11-17","6-2","205","L"
"11932","R","Tammela","Jonne","[CAP] Jonne Tammela","Jonne Tammela",11717,5122,"tammejo97",NA,NA,NA,NA,NA,"1997-08-05",NA,NA,NA
"11933","DR","TANABE","DAVID","[TSN] David Tanabe","DAVID TANABE",11718,5123,"tanabda80",0,0,0,0,0,"1980-07-19","6-1","212","R"
"11934","DR","TANABE","DAVID","21 DAVID TANABE","DAVID TANABE",11719,5123,"tanabda80",0,0,0,61,0,"1980-07-19","6-1","212","R"
"11935","DR","TANABE","DAVID","5 DAVID TANABE","DAVID TANABE",11720,5123,"tanabda80",0,0,0,65,0,"1980-07-19","6-1","212","R"
"11936","DR","TANABE","DAVID","55 DAVID TANABE","DAVID TANABE",11721,5123,"tanabda80",0,0,0,54,0,"1980-07-19","6-1","212","R"
"11937","DR","TANABE","DAVID","45 DAVID TANABE","DAVID TANABE",11722,5123,"tanabda80",0,0,0,78,0,"1980-07-19","6-1","212","R"
"11938","D","TANEV","CHRISTOPHER","[TSN] Christopher Tanev","CHRISTOPHER TANEV",11723,5124,"tanevch89",0,0,0,0,0,"1989-12-20","6-2","185","R"
"11939","D","TANEV","CHRISTOPHER","[TSN] Chris Tanev","CHRISTOPHER TANEV",11724,5124,"tanevch89",0,0,0,0,0,"1989-12-20","6-2","185","R"
"11940","D","TANEV","CHRISTOPHER","[CAP] TANEV, CHRISTOPHER","CHRISTOPHER TANEV",11725,5124,"tanevch89",0,0,0,0,0,"1989-12-20","6-2","185","R"
"11941","D","TANEV","CHRISTOPHER","18 CHRISTOPHER TANEV","CHRISTOPHER TANEV",11726,5124,"tanevch89",0,0,0,34,0,"1989-12-20","6-2","185","R"
"11942","D","TANEV","CHRISTOPHER","8 CHRISTOPHER TANEV","CHRISTOPHER TANEV",11727,5124,"tanevch89",0,0,0,393,0,"1989-12-20","6-2","185","R"
"11943","L","TANGRADI","ERIC","[TSN] Eric Tangradi","ERIC TANGRADI",11728,5125,"tangrer89",0,0,0,0,0,"1989-02-10","6-4","221","L"
"11944","L","TANGRADI","ERIC","[CAP] TANGRADI, ERIC","ERIC TANGRADI",11729,5125,"tangrer89",0,0,0,0,0,"1989-02-10","6-4","221","L"
"11945","L","TANGRADI","ERIC","56 ERIC TANGRADI","ERIC TANGRADI",11730,5125,"tangrer89",1,0,0,0,0,"1989-02-10","6-4","221","L"
"11946","L","TANGRADI","ERIC","26 ERIC TANGRADI","ERIC TANGRADI",11731,5125,"tangrer89",16,0,0,0,0,"1989-02-10","6-4","221","L"
"11947","L","TANGRADI","ERIC","25 ERIC TANGRADI","ERIC TANGRADI",11732,5125,"tangrer89",31,0,0,0,0,"1989-02-10","6-4","221","L"
"11948","L","TANGRADI","ERIC","27 ERIC TANGRADI","ERIC TANGRADI",11733,5125,"tangrer89",60,86,0,0,0,"1989-02-10","6-4","221","L"
"11949","L","TANGRADI","ERIC","17 ERIC TANGRADI","ERIC TANGRADI",11734,5125,"tangrer89",0,14,0,0,0,"1989-02-10","6-4","221","L"
"11950","L","TANGRADI","ERIC","49 ERIC TANGRADI","ERIC TANGRADI",13449,5125,"tangrer89",0,1,0,0,0,"1989-02-10","6-4","221","L"
"11951","LR","TANGUAY","ALEX","[TSN] Alex Tanguay","ALEX TANGUAY",11735,5126,"tangual79",0,0,0,0,0,"1979-11-21","6-1","194","L"
"11952","LR","TANGUAY","ALEX","[CAP] TANGUAY, ALEX","ALEX TANGUAY",11736,5126,"tangual79",0,0,0,0,0,"1979-11-21","6-1","194","L"
"11953","LR","TANGUAY","ALEX","40 ALEX TANGUAY","ALEX TANGUAY",11737,5126,"tangual79",0,667,0,0,0,"1979-11-21","6-1","194","L"
"11954","LR","TANGUAY","ALEX","18 ALEX TANGUAY","ALEX TANGUAY",11738,5126,"tangual79",0,157,0,0,0,"1979-11-21","6-1","194","L"
"11955","LR","TANGUAY","ALEX","13 ALEX TANGUAY","ALEX TANGUAY",11739,5126,"tangual79",0,131,0,0,0,"1979-11-21","6-1","194","L"
"11956","C","TANGUAY","MAXIME","[TSN] Maxime Tanguay","MAXIME TANGUAY",11740,5127,"tanguma88",0,0,0,0,0,"1988-11-16","5-11","180","L"
"11957","D","TAORMINA","MATT","[TSN] Matt Taormina","MATT TAORMINA",11741,5128,"taormma86",0,0,0,0,0,"1986-10-20","5-10","182","L"
"11958","D","TAORMINA","MATT","20 MATT TAORMINA","MATT TAORMINA",11742,5128,"taormma86",0,0,0,18,0,"1986-10-20","5-10","182","L"
"11959","D","TAORMINA","MATT","32 MATT TAORMINA","MATT TAORMINA",11743,5128,"taormma86",0,0,0,30,0,"1986-10-20","5-10","182","L"
"11960","D","TAORMINA","MATT","55 MATT TAORMINA","MATT TAORMINA",11744,5128,"taormma86",0,0,0,16,0,"1986-10-20","5-10","182","L"
"11961","R","TAPPER","BRAD","[TSN] Brad Tapper","BRAD TAPPER",11745,5129,"tappebr78",0,0,0,0,0,"1978-04-28","6-0","185","R"
"11962","R","TAPPER","BRAD","18 BRAD TAPPER","BRAD TAPPER",11746,5129,"tappebr78",0,0,35,0,0,"1978-04-28","6-0","185","R"
"11963","R","TARASENKO","VLADIMIR","[TSN] Vladimir Tarasenko","VLADIMIR TARASENKO",11747,5130,"tarasvl91",0,0,0,0,0,"1991-12-13","6-0","219","L"
"11964","R","TARASENKO","VLADIMIR","[CAP] TARASENKO, VLADIMIR","VLADIMIR TARASENKO",11748,5130,"tarasvl91",0,0,0,0,0,"1991-12-13","6-0","219","L"
"11965","R","TARASENKO","VLADIMIR","91 VLADIMIR TARASENKO","VLADIMIR TARASENKO",11749,5130,"tarasvl91",0,0,395,0,0,"1991-12-13","6-0","219","L"
"11966","R","TARASOV","DANIIL","[TSN] Daniil Tarasov","DANIIL TARASOV",11750,5131,"tarasda91",0,0,0,0,0,"1991-06-20","5-10","185","L"
"11967","R","TARASOV","DANIIL","[CAP] TARASOV, DANIIL","DANIIL TARASOV",11751,5131,"tarasda91",0,0,0,0,0,"1991-06-20","5-10","185","L"
"11968","R","TARASOV","DANIIL","71 DANIIL TARASOV","DANIIL TARASOV",11752,5131,"tarasda91",10,0,0,0,0,"1991-06-20","5-10","185","L"
"11969","C","TARATUKHIN","ANDREI","[TSN] Andrei Taratukhin","ANDREI TARATUKHIN",11753,5132,"taratan83",0,0,0,0,0,"1983-02-22","6-0","211","L"
"11970","C","TARATUKHIN","ANDREI","[CAP] TARATUKHIN, ANDREI","ANDREI TARATUKHIN",11754,5132,"taratan83",0,0,0,0,0,"1983-02-22","6-0","211","L"
"11971","R","TARDIF","JAMIE","[TSN] Jamie Tardif","JAMIE TARDIF",11755,5133,"tardija85",0,0,0,0,0,"1985-01-23","6-0","205","R"
"11972","R","TARDIF","JAMIE","68 JAMIE TARDIF","JAMIE TARDIF",11756,5133,"tardija85",0,0,2,0,0,"1985-01-23","6-0","205","R"
"11973","C","TARDY","MAXWELL","[TSN] Maxwell Tardy","MAXWELL TARDY",11757,5134,"tardyma90",0,0,0,0,0,"1990-10-27","6-0","185","R"
"11974","D","TARKIR","ZACH","[TSN] Zach Tarkir","ZACH TARKIR",11758,5135,"tarkiza84",0,0,0,0,0,"1984-06-28","6-1","195","R"
"11975","G","TARKKI","IIRO","[TSN] Iiro Tarkki","IIRO TARKKI",11759,5136,"tarkkii85",0,0,0,0,0,"1985-07-01","6-2","190","L"
"11976","G","TARKKI","IIRO","31 IIRO TARKKI","IIRO TARKKI",11760,5136,"tarkkii85",0,0,0,0,6,"1985-07-01","6-2","190","L"
"11977","L","TARNASKY","NICK","[TSN] Nick Tarnasky","NICK TARNASKY",11761,5137,"tarnani84",0,0,0,0,0,"1984-11-25","6-2","224","L"
"11978","L","TARNASKY","NICK","[CAP] TARNASKY, NICK","NICK TARNASKY",11762,5137,"tarnani84",0,0,0,0,0,"1984-11-25","6-2","224","L"
"11979","L","TARNASKY","NICK","74 NICK TARNASKY","NICK TARNASKY",11763,5137,"tarnani84",175,76,0,0,0,"1984-11-25","6-2","224","L"
"11980","D","TARNSTROM","DICK","[TSN] Dick Tarnstrom","DICK TARNSTROM",11764,5138,"tarnsdi75",0,0,0,0,0,"1975-01-20","6-1","205","L"
"11981","D","TARNSTROM","DICK","32 DICK TARNSTROM","DICK TARNSTROM",11765,5138,"tarnsdi75",0,0,0,164,0,"1975-01-20","6-1","205","L"
"11982","D","TARNSTROM","DICK","33 DICK TARNSTROM","DICK TARNSTROM",11766,5138,"tarnsdi75",0,0,0,1,0,"1975-01-20","6-1","205","L"
"11983","D","TARNSTROM","DICK","23 DICK TARNSTROM","DICK TARNSTROM",11767,5138,"tarnsdi75",0,0,0,81,0,"1975-01-20","6-1","205","L"
"11984","C","TASSONE","MATTHEW","[TSN] Matthew Tassone","MATTHEW TASSONE",11768,5139,"tassoma89",0,0,0,0,0,"1989-09-28","6-0","200","L"
"11985","LR","TATAR","TOMAS","[TSN] Tomas Tatar","TOMAS TATAR",11769,5140,"tatarto90",0,0,0,0,0,"1990-12-01","5-10","186","L"
"11986","LR","TATAR","TOMAS","[CAP] TATAR, TOMAS","TOMAS TATAR",11770,5140,"tatarto90",0,0,0,0,0,"1990-12-01","5-10","186","L"
"11987","LR","TATAR","TOMAS","21 TOMAS TATAR","TOMAS TATAR",11771,5140,"tatarto90",409,0,0,0,0,"1990-12-01","5-10","186","L"
"11988",NA,"TATARINOV","ALEXANDER","[CAP] TATARINOV, ALEXANDER","ALEXANDER TATARINOV",11772,5141,"tataral82",0,0,0,0,0,"1982-04-14",NA,NA,NA
"11989","C","TATICEK","PETER","[TSN] Peter Taticek","PETER TATICEK",11773,5142,"taticpe83",0,0,0,0,0,"1983-09-22","6-3","195","L"
"11990","C","TATICEK","PETER","37 PETR TATICEK","PETER TATICEK",11774,5142,"taticpe83",3,0,0,0,0,"1983-09-22","6-3","195","L"
"11991","C","TAVARES","JOHN","[TSN] John Tavares","JOHN TAVARES",11775,5143,"tavarjo90",0,0,0,0,0,"1990-09-20","6-1","205","L"
"11992","C","TAVARES","JOHN","[CAP] TAVARES, JOHN","JOHN TAVARES",11776,5143,"tavarjo90",0,0,0,0,0,"1990-09-20","6-1","205","L"
"11993","C","TAVARES","JOHN","91 JOHN TAVARES","JOHN TAVARES",11777,5143,"tavarjo90",636,0,0,0,0,"1990-09-20","6-1","205","L"
"11994","C","TAYLOR","ADAM","[TSN] Adam Taylor","ADAM TAYLOR",11778,5144,"tayload84",0,0,0,0,0,"1984-06-24","6-0","190","R"
"11995","C","TAYLOR","CHRIS","[TSN] Chris Taylor","CHRIS TAYLOR",11779,5145,"tayloch72",0,0,0,0,0,"1972-03-06","6-2","192","L"
"11996","C","TAYLOR","CHRIS","16 CHRIS TAYLOR","CHRIS TAYLOR",11780,5145,"tayloch72",64,0,0,0,0,"1972-03-06","6-2","192","L"
"11997","G","TAYLOR","DANIEL","[TSN] Danny Taylor","DANIEL TAYLOR",11781,5146,"tayloda86",0,0,0,0,0,"1986-04-28","6-0","198","L"
"11998","G","TAYLOR","DANIEL","46 DANIEL TAYLOR","DANIEL TAYLOR",11782,5146,"tayloda86",NA,NA,NA,NA,NA,"1986-04-28","6-0","198","L"
"11999","G","TAYLOR","DANIEL","41 DANIEL TAYLOR","DANIEL TAYLOR",11783,5146,"tayloda86",0,0,0,0,12,"1986-04-28","6-0","198","L"
"12000","D","TAYLOR","JAKE","[TSN] Jake Taylor","JAKE TAYLOR",11784,5147,"tayloja83",0,0,0,0,0,"1983-08-01","6-4","220","R"
"12001","D","TAYLOR","JEFF","[CAP] TAYLOR, JEFF","JEFF TAYLOR",11785,5148,"tayloje94",0,0,0,0,0,"1994-04-13",NA,NA,NA
"12002","C","TAYLOR","JUSTIN","[TSN] Justin Taylor","JUSTIN TAYLOR",11786,5149,"tayloju89",0,0,0,0,0,"1989-02-08","5-11","184","L"
"12003","C","TAYLOR","TIM","[TSN] Tim Taylor","TIM TAYLOR",11787,5150,"tayloti69",0,0,0,0,0,"1969-02-06","6-1","190","L"
"12004","C","TAYLOR","TIM","27 TIM TAYLOR","TIM TAYLOR",11788,5150,"tayloti69",353,0,0,0,0,"1969-02-06","6-1","190","L"
"12005","L","TEDENBY","MATTIAS","[TSN] Mattias Tedenby","MATTIAS TEDENBY",11789,5151,"tedenma90",0,0,0,0,0,"1990-02-21","5-9","175","L"
"12006","L","TEDENBY","MATTIAS","[CAP] TEDENBY, MATTIAS","MATTIAS TEDENBY",11790,5151,"tedenma90",0,0,0,0,0,"1990-02-21","5-9","175","L"
"12007","L","TEDENBY","MATTIAS","21 MATTIAS TEDENBY","MATTIAS TEDENBY",11791,5151,"tedenma90",0,105,0,0,0,"1990-02-21","5-9","175","L"
"12008","L","TEDENBY","MATTIAS","9 MATTIAS TEDENBY","MATTIAS TEDENBY",11792,5151,"tedenma90",0,30,0,0,0,"1990-02-21","5-9","175","L"
"12009","L","TELEGIN","IVAN","[TSN] Ivan Telegin","IVAN TELEGIN",11793,5152,"telegiv92",0,0,0,0,0,"1992-02-28","6-2","195","L"
"12010","L","TELEGIN","IVAN","[CAP] TELEGIN, IVAN","IVAN TELEGIN",11794,5152,"telegiv92",0,0,0,0,0,"1992-02-28","6-2","195","L"
"12011","G","TELLQVIST","MIKAEL","[TSN] Mikael Tellqvist","MIKAEL TELLQVIST",11795,5153,"tellqmi79",0,0,0,0,0,"1979-09-19","5-11","185","L"
"12012","G","TELLQVIST","MIKAEL","32 MIKAEL TELLQVIST","MIKAEL TELLQVIST",11796,5153,"tellqmi79",0,0,0,0,346,"1979-09-19","5-11","185","L"
"12013","G","TELLQVIST","MIKAEL","32 MIKAEL (W)  TELLQVIST","MIKAEL TELLQVIST",11797,5153,"tellqmi79",0,0,0,0,1,"1979-09-19","5-11","185","L"
"12014","G","TELLQVIST","MIKAEL","32 MIKAEL (L)  TELLQVIST","MIKAEL TELLQVIST",11798,5153,"tellqmi79",0,0,0,0,2,"1979-09-19","5-11","185","L"
"12015","C","TENKANEN","VALTTERI","[TSN] Valtteri Tenkanen","VALTTERI TENKANEN",11799,5154,"tenkava85",0,0,0,0,0,"1985-03-27","5-11","182","L"
"12016","RL","TENKRAT","PETR","[TSN] Petr Tenkrat","PETR TENKRAT",11800,5155,"tenkrpe77",0,0,0,0,0,"1977-05-31","6-0","183","R"
"12017","RL","TENKRAT","PETR","17 PETR TENKRAT","PETR TENKRAT",11801,5155,"tenkrpe77",0,0,64,0,0,"1977-05-31","6-0","183","R"
"12018","D","TENNYSON","MATT","[TSN] Matt Tennyson","MATT TENNYSON",11802,5156,"tennyma90",0,0,0,0,0,"1990-04-23","6-2","205","R"
"12019","D","TENNYSON","MATT","[CAP] TENNYSON, MATT","MATT TENNYSON",11803,5156,"tennyma90",0,0,0,0,0,"1990-04-23","6-2","205","R"
"12020","D","TENNYSON","MATT","80 MATT TENNYSON","MATT TENNYSON",11804,5156,"tennyma90",0,0,0,82,0,"1990-04-23","6-2","205","R"
"12021","C","TENUTE","JOEY","[TSN] Joey Tenute","JOEY TENUTE",11805,5157,"tenutjo83",0,0,0,0,0,"1983-04-02","5-9","188","L"
"12022","C","TENUTE","JOEY","13 JOEY TENUTE","JOEY TENUTE",11806,5157,"tenutjo83",1,0,0,0,0,"1983-04-02","5-9","188","L"
"12023","C","TERAVAINEN","TEUVO","[TSN] Teuvo Teravainen","TEUVO TERAVAINEN",11807,5158,"teravte94",0,0,0,0,0,"1994-09-11","5-11","169","L"
"12024","C","TERAVAINEN","TEUVO","[CAP] TERAVAINEN, TEUVO","TEUVO TERAVAINEN",11808,5158,"teravte94",0,0,0,0,0,"1994-09-11","5-11","169","L"
"12025","C","TERAVAINEN","TEUVO","86 TEUVO TERAVAINEN","TEUVO TERAVAINEN",11809,5158,"teravte94",0,158,0,0,0,"1994-09-11","5-11","169","L"
"12026","C","TERESCHENKO","ALEXEI","[CAP] TERESCHENKO, ALEXEI","ALEXEI TERESCHENKO",11810,5159,"teresal80",0,0,0,0,0,"1980-12-16",NA,NA,NA
"12027","G","TERRERI","CHRIS","[TSN] Chris Terreri","CHRIS TERRERI",11811,5160,"terrech64",0,0,0,0,0,"1964-11-15","5-9","170","L"
"12028","C","Terry","Troy","[CAP] Troy Terry","Troy Terry",11812,5161,"terrytr97",NA,NA,NA,NA,NA,"1997-09-10",NA,NA,NA
"12029","RL","TERRY","CHRIS","[TSN] Chris Terry","CHRIS TERRY",11813,5162,"terrych89",0,0,0,0,0,"1989-04-07","5-10","195","L"
"12030","RL","TERRY","CHRIS","[CAP] TERRY, CHRIS","CHRIS TERRY",11814,5162,"terrych89",0,0,0,0,0,"1989-04-07","5-10","195","L"
"12031","RL","TERRY","CHRIS","58 CHRIS TERRY","CHRIS TERRY",11815,5162,"terrych89",0,23,0,0,0,"1989-04-07","5-10","195","L"
"12032","RL","TERRY","CHRIS","25 CHRIS TERRY","CHRIS TERRY",11816,5162,"terrych89",0,153,0,0,0,"1989-04-07","5-10","195","L"
"12033","LR","TESINK","RYAN","[TSN] Ryan Tesink","RYAN TESINK",11817,5163,"tesinry93",0,0,0,0,0,"1993-05-21","6-0","172","L"
"12034","LR","TESINK","RYAN","[CAP] TESINK, RYAN","RYAN TESINK",11818,5163,"tesinry93",0,0,0,0,0,"1993-05-21","6-0","172","L"
"12035","G","TESLAK","MICHAEL-LEE","[TSN] Michael-Lee Teslak","MICHAEL-LEE TESLAK",11819,5164,"teslami85",0,0,0,0,0,"1985-12-02","6-2","170","L"
"12036","D","TESLIUK","ROMAN","[TSN] Roman Tesliuk","ROMAN TESLIUK",11820,5165,"tesliro86",0,0,0,0,0,"1986-01-21","6-1","195","R"
"12037","C","TESSIER","KELSEY","[TSN] Kelsey Tessier","KELSEY TESSIER",11821,5166,"tessike90",0,0,0,0,0,"1990-01-16","5-9","168","R"
"12038","L","TESSIER","MICHAEL","[TSN] Michael Tessier","MICHAEL TESSIER",11822,5167,"tessimi84",0,0,0,0,0,"1984-08-14","6-2","180","L"
"12039","R","TESTWUIDE","MIKE","[TSN] Mike Testwuide","MIKE TESTWUIDE",11823,5168,"testwmi87",0,0,0,0,0,"1987-02-05","6-3","210","R"
"12040","R","TETARENKO","JOEY","[TSN] Joey Tetarenko","JOEY TETARENKO",11824,5169,"tetarjo78",0,0,0,0,0,"1978-03-03","6-2","215","R"
"12041","R","TETARENKO","JOEY","36 JOEY TETARENKO","JOEY TETARENKO",11825,5169,"tetarjo78",0,0,0,4,0,"1978-03-03","6-2","215","R"
"12042","R","TETARENKO","JOEY","33 JOEY TETARENKO","JOEY TETARENKO",11826,5169,"tetarjo78",0,0,2,0,0,"1978-03-03","6-2","215","R"
"12043","D","TEUBERT","COLTEN","[TSN] Colten Teubert","COLTEN TEUBERT",11827,5170,"teubeco90",0,0,0,0,0,"1990-03-08","6-4","195","R"
"12044","D","TEUBERT","COLTEN","33 COLTEN TEUBERT","COLTEN TEUBERT",11828,5170,"teubeco90",0,0,0,24,0,"1990-03-08","6-4","195","R"
"12045","D","TEZIKOV","ALEXEI","[TSN] Alexei Tezikov","ALEXEI TEZIKOV",11829,5171,"tezikal78",0,0,0,0,0,"1978-06-22","6-1","208","L"
"12046","RL","THANG","RYAN","[TSN] Ryan Thang","RYAN THANG",11830,5172,"thangry87",0,0,0,0,0,"1987-05-11","6-0","194","R"
"12047","RL","THANG","RYAN","65 RYAN THANG","RYAN THANG",11831,5172,"thangry87",0,0,1,0,0,"1987-05-11","6-0","194","R"
"12048","D","THELEN","A.J.","[TSN] A.J. Thelen","A.J. THELEN",11832,5173,"theleaj86",0,0,0,0,0,"1986-03-11","6-3","210","L"
"12049","G","THEODORE","JOSE","[TSN] Jose Theodore","JOSE THEODORE",11833,5174,"theodjo76",0,0,0,0,0,"1976-09-13","5-11","172","R"
"12050","G","THEODORE","JOSE","60 JOSE THEODORE","JOSE THEODORE",11834,5174,"theodjo76",0,0,0,0,753,"1976-09-13","5-11","172","R"
"12051","G","THEODORE","JOSE","60 JOSE (L)  THEODORE","JOSE THEODORE",11835,5174,"theodjo76",0,0,0,0,2,"1976-09-13","5-11","172","R"
"12052","G","THEODORE","JOSE","60 JOSE (W)  THEODORE","JOSE THEODORE",11836,5174,"theodjo76",0,0,0,0,1,"1976-09-13","5-11","172","R"
"12053","D","THEODORE","SHEA","[TSN] Shea Theodore","SHEA THEODORE",11837,5175,"theodsh95",0,0,0,0,0,"1995-08-03","6-2","178","L"
"12054","D","THEODORE","SHEA","[CAP] THEODORE, SHEA","SHEA THEODORE",11838,5175,"theodsh95",0,0,0,0,0,"1995-08-03","6-2","178","L"
"12055","D","THEODORE","SHEA","53 SHEA THEODORE","SHEA THEODORE",13419,5175,"theodsh95",0,0,0,13,0,"1995-08-03","6-2","178","L"
"12056","L","THEORET","MITCHELL","[TSN] Mitchell Theoret","MITCHELL THEORET",11839,5176,"theormi93",0,0,0,0,0,"1993-06-08","6-1","210","L"
"12057","D","THERIAU","ALEX","[TSN] Alex Theriau","ALEX THERIAU",11840,5177,"therial92",0,0,0,0,0,"1992-02-14","6-1","190","L"
"12058","D","THERIEN","CHRIS","[TSN] Chris Therien","CHRIS THERIEN",11841,5178,"therich71",0,0,0,0,0,"1971-12-14","6-5","235","L"
"12059","D","THERIEN","CHRIS","6 CHRIS THERIEN","CHRIS THERIEN",11842,5178,"therich71",0,0,0,191,0,"1971-12-14","6-5","235","L"
"12060","G","THIBAULT","JOCELYN","[TSN] Jocelyn Thibault","JOCELYN THIBAULT",11843,5179,"thibajo75",0,0,0,0,0,"1975-01-12","5-11","169","L"
"12061","G","THIBAULT","JOCELYN","41 JOCELYN THIBAULT","JOCELYN THIBAULT",11844,5179,"thibajo75",0,0,0,0,211,"1975-01-12","5-11","169","L"
"12062","G","THIBAULT","JOCELYN","35 JOCELYN THIBAULT","JOCELYN THIBAULT",11845,5179,"thibajo75",0,0,0,0,81,"1975-01-12","5-11","169","L"
"12063","G","THIBAULT","JOCELYN","35 JOCELYN (W)  THIBAULT","JOCELYN THIBAULT",11846,5179,"thibajo75",0,0,0,0,1,"1975-01-12","5-11","169","L"
"12064","G","THIESSEN","BRAD","[TSN] Brad Thiessen","BRAD THIESSEN",11847,5180,"thiesbr86",0,0,0,0,0,"1986-03-19","6-0","180","L"
"12065","G","THIESSEN","BRAD","[CAP] THIESSEN, BRAD","BRAD THIESSEN",11848,5180,"thiesbr86",0,0,0,0,0,"1986-03-19","6-0","180","L"
"12066","G","THIESSEN","BRAD","49 BRAD THIESSEN","BRAD THIESSEN",11849,5180,"thiesbr86",0,0,0,0,2,"1986-03-19","6-0","180","L"
"12067","G","THIESSEN","BRAD","39 BRAD THIESSEN","BRAD THIESSEN",11850,5180,"thiesbr86",0,0,0,0,20,"1986-03-19","6-0","180","L"
"12068","G","THIESSEN","BRAD","35 BRAD THIESSEN","BRAD THIESSEN",11851,5180,"thiesbr86",0,0,0,0,2,"1986-03-19","6-0","180","L"
"12069","D","THOMAS","ANDY","[TSN] Andy Thomas","ANDY THOMAS",11852,5181,"thomaan85",0,0,0,0,0,"1985-11-14","6-2","196","R"
